Prof Name,Quality,Difficulty,Grade,Comment 
Les Burtnick ,4.0,2.0,N/A,He's very cute. Likes to walk from one side of the class to another when teaching. He has very interesting exam questions; makes you think. Not the most interesting class; especially the physical chem section! But overall fair. I liked him.
Les Burtnick ,5.0,3.0,N/A,Great Prof! Gets his points across and very organized. Very informative and he's got lots of offer!
Les Burtnick ,4.0,3.0,N/A,"Not the most exciting class, but very clear and helpful notes provided; is ready to help when asked."
Les Burtnick ,1.5,3.0,A,"crappy text book (don't get it), boring lectures, too many notes (bring a lap top), hard midterm (highest mark in a 250 person class was 76%), if you don't already understand your physical chem then you'll have a hard time in the course unless you work extremely hard and do all the questions (with out looking @ the answers first)"
Les Burtnick ,4.0,3.0,A,"Les Burtnick is a good teacher.  He can be kind of boring, and he does teach fast, but if you pay attention in his class you will pick up a lot.  As with any course, if you work hard you will do fine."
Les Burtnick ,5.0,1.0,A,"Dr. Burtnick is the nicest professor ever; he had NEVER got mad with us. His midterm was very easy (I got 100% but screwed the final due to careless mistakes), but make sure you do all of his problem sets.  Btw, you may rely on his notes without that crappy textbook.  But so much notes to copy, gotta write FAST!"
Les Burtnick ,5.0,2.0,A,Awesome prof - clear notes and fair exams given.  Best prof to take for this course!
Les Burtnick ,2.0,4.0,A,"Burtnick is a fair prof; too much writing in class, but good notes.  Do the problem sets!"
Gillian Watson ,4.5,4.0,N/A,"I took Social Psyc in the summer with her. I appreciated her weekly quizzes because it helped prep me for the final.  Yes she's pretty hard (her written questions are really demanding but MC is easy) but if you're willing to put in some effort for a good grade, she's no problem at all.  Very nice person overall."
Gillian Watson ,3.0,4.0,N/A,"Sweet lady, her class was fairly boring and made me not wanting to listen in class. Notes are very detailed yet difficult to use as it was not organized."
Gillian Watson ,4.5,1.0,N/A,Very sweet lady.  I took her 205 and 308 class. Material overlapped SIGNIFICANTLY so it was like taking the same course twice.  Her notes are among the best I've had and are rather self-explanatory.  she won't pull any surprises on you during exams.  Found her classes to be relatively easy -- as long as you study!
Gillian Watson ,4.0,1.0,N/A,Good professor. resonable tests
Gillian Watson ,4.5,2.0,N/A,"Nice prof.class attendance is necessary as almost half of the questions on test will be from her lectures.Tests are fair except she marks the written questions really hard.You have to provide her with details.Not the most interesting course ,at times it could get boring and repititive.But the prof does a good job ."
Gillian Watson ,4.0,4.0,N/A,"I loved her; Classes were very interesting and go by super fast; Always asking if anyone has any questions; Exams were somewhat difficult, where studying and preparing is obviously a must; Average was around 65%, but it is very possible to get well above it, just put in some time and effort."
Gillian Watson ,2.5,3.0,N/A,"I thought that Dr. Watson was awful. She was so boring that I couldn't go to class. I memorized the textbook and did well in the class so, to sum up she is useless."
Gillian Watson ,4.0,5.0,N/A,"This course is really a lot of work. You need to know the text book inside and out to excel. Prof. Watson is very fair with what she tests on and  helpful in office hours. It you are in her section, you are pretty well guaranteed that the marks will not be scaled down as she is one of the harder profs for psych (she said so herself!)"
Gillian Watson ,4.5,3.0,N/A,"She was a really good prof that definitely knew her stuff!  Her tests were kind of hard, but it's all about how much studying you do, and whether you go to her lectures or not.  She was also pretty hilarious at times and I just really enjoyed her as a prof!  I'd definitely like to take another that she's teaching!"
Gillian Watson ,2.0,4.0,N/A,"i hated this class. it was so boring, and she can't stop talking about herself"
Gillian Watson ,4.5,3.0,N/A,"She gives some really interesting examples in lectures. Her lecture presentation is very clear and organized. Since there is only one paper each term, and everyone need to write with a partner, no need to struggle too much on it. The exams are hard but as long as you read every chapter of the textbook, you'll do very well."
Gillian Watson ,5.0,4.0,N/A,GREATEST PROF EVS!!! SOOO HILAR'S!!!
Gillian Watson ,5.0,3.0,N/A,"Her exams are very fair. If you study all the stuff in her lecture, you can get above average. She is very helpful and kind professor who explains until you can understand! Don't hesitate to go to her office."
Gillian Watson ,1.0,5.0,N/A,"i dun think she is a good prof, i dun really like her. her exams are so hard and all u need to study is juz the textbook and the video u hv watched during classes."
Gillian Watson ,1.0,5.0,N/A,"Wost class ever. Exams are soooo hard. If you dont understand the lecture you are screwed because she wrote the textbook for the class, so its the same wording and concepts she used in class. Seriously, dont take the class with the horrible horrible prof. Her tests are so random and hard, 50 ppl failed the class, it could be you too."
Gillian Watson ,5.0,2.0,N/A,"Shes VERy CLEAR!!! walks you through everything, take notes form ur text and pay attn in class! there are lots of hints! very fair, DO well in her class- no excuse not tovery attentive, ask as many q's as you want!"
Gillian Watson ,4.5,3.0,N/A,"Had her for 205 also. I really liked her, and her accent is pleasant to listen to. Tests are very fair."
Gillian Watson ,2.0,5.0,N/A,pretty mean when i tried to ask questions. so if i missed something you said b/c 1)you werent too clear or 2)ppl were talking around me then that gives you a reason to be all pissed at me? gee.. like an old lady that looks nice and sweet but is actually cranky and mean. she likes to answer my question with accusing tones...
Gillian Watson ,3.5,4.0,N/A,"She is very nice and her lectures are interesting. She tries hard to get you to receive a good grade by posting up notes for lectures and practice exams on-line.  If you've taken some sort of psyc class before, don't take this as it's too simple and you'll lose interest after the first couple of weeks. Otherwise, I'd recommend her."
Gillian Watson ,4.5,3.0,N/A,Excellent teaching style.  Very interested in course subject matter.  Very clear with expectations re: exams.  Reviews main points on all articles we are asked to read.  Posts practice exams on the web.  Does her best to help students do well.  If any annoyance portrayed...due to students asking questions when should have paid attention during clas
Izabella Laba ,5.0,3.0,N/A,"what else can I say, the lectures are so good"
Izabella Laba ,2.0,3.0,N/A,"Rather opinionated and political but fortunately this does not manifest in the grading. She was generous enough to make decent notes during the coronavirus situation, but otherwise her response to the crisis was slow and she spent more time on Twitter than dealing with the course."
Izabella Laba ,4.0,1.0,A+,Solid prof. Teaches you what you need to know. Super easy exams. The midterm average was close to 90%.
Izabella Laba ,4.0,5.0,B,"Ok lecturer. Can be somewhat uninteresting, but explains things well and uses the chalkboard like a pro. Textbook is helpful but lectures are crucial to doing well. Exams are tough, but that's expected for Honours."
Izabella Laba ,5.0,4.0,A,Prof. Laba is an excellent instructor who is very knowledgable and respected. Her proofs were crystal clear and she related the course material (Harmonic analysis) to other areas of mathematics such as Partial Differential Equations.
Izabella Laba ,4.0,3.0,A+,"Lectures, which are decent, are important as you can't rely on the textbook itself (it is unreadable without knowing the lectures). You do need to put in effort into the homework to get a good grade. Tests are quite fair, which something I appreciated. If you put in a few more hours of work than in MATH 200, you can do reasonably well."
